0.45399  	-0.1961  	0.14128  	0.37916  	0.53653  	0.58156  	0.00231  	-0.3286  	0.12322  	-0.3443  	-0.3525  	0.42137  	0.03751  	-0.7674  	-0.8019  	0.98981  	0.25529  	0.60716  	0.41786  	0.02943  	-0.0706  	0.32057  	0.23886  	0.32298  	-0.2292  	-0.0299  	-0.3682  	-0.7855  	-0.5888  	-0.1987  	0.16973  	0.32294  	0.10322  	-0.0531  	0.24394  	-0.1242  	0.42993  	0.15722  	-0.2652  	0.23077  	0.43443  	0.18958  	0.17476  	0.34227  	-0.0549  	-0.0602  	0.07383  	0.04005  	0.00414  	0.02851  	-0.0192  	0.01993  	-0.0444  	0.04748  	-0.0295  	-0.0205  	-0.0111  	-0.0023  	-0.0427  	0.02748  	-0.0020  	-0.0367  	0.06245  	-0.0047  	0.03851  	-0.2361  	-0.0343  	0.00414  	0.02714  	0.18246  	
0.45399  	-0.1961  	0.14128  	0.37916  	0.53653  	0.58156  	0.00231  	-0.3286  	0.12322  	-0.3443  	-0.3525  	0.42137  	0.03751  	-0.7674  	-0.8019  	0.98981  	0.25529  	0.60716  	0.41786  	0.02943  	-0.0706  	0.32057  	0.23886  	0.32298  	-0.2292  	-0.0299  	-0.3682  	-0.7855  	-0.5888  	-0.1987  	0.16973  	0.32294  	0.10322  	-0.0531  	0.24394  	-0.1242  	0.42993  	0.15722  	-0.2652  	0.23077  	0.43443  	0.18958  	0.17476  	0.34227  	-0.0549  	-0.0602  	0.07383  	0.04005  	0.00414  	0.02851  	-0.0192  	0.01993  	-0.0444  	0.04748  	-0.0295  	-0.0205  	-0.0111  	-0.0023  	-0.0427  	0.02748  	-0.0020  	-0.0367  	0.06245  	-0.0047  	0.03648  	-0.2355  	-0.0331  	0.00306  	0.02774  	0.18356  	
0.45399  	-0.1961  	0.14128  	0.37916  	0.53653  	0.58156  	0.00231  	-0.3286  	0.12322  	-0.3443  	-0.3525  	0.42137  	0.03751  	-0.7674  	-0.8019  	0.98981  	0.25529  	0.60716  	0.41786  	0.02943  	-0.0706  	0.32057  	0.23886  	0.32298  	-0.2292  	-0.0299  	-0.3682  	-0.7855  	-0.5888  	-0.1987  	0.16973  	0.32294  	0.10322  	-0.0531  	0.24394  	-0.1242  	0.42993  	0.15722  	-0.2652  	0.23077  	0.43443  	0.18958  	0.17476  	0.34227  	-0.0549  	-0.0602  	0.07383  	0.04005  	0.00414  	0.02851  	-0.0192  	0.01993  	-0.0444  	0.04748  	-0.0295  	-0.0205  	-0.0111  	-0.0023  	-0.0427  	0.02748  	-0.0020  	-0.0367  	0.06245  	-0.0047  	0.03488  	-0.2352  	-0.0322  	0.00205  	0.02807  	0.18471  	
0.45399  	-0.1961  	0.14128  	0.37916  	0.53653  	0.58156  	0.00231  	-0.3286  	0.12322  	-0.3443  	-0.3525  	0.42137  	0.03751  	-0.7674  	-0.8019  	0.98981  	0.25529  	0.60716  	0.41786  	0.02943  	-0.0706  	0.32057  	0.23886  	0.32298  	-0.2292  	-0.0299  	-0.3682  	-0.7855  	-0.5888  	-0.1987  	0.16973  	0.32294  	0.10322  	-0.0531  	0.24394  	-0.1242  	0.42993  	0.15722  	-0.2652  	0.23077  	0.43443  	0.18958  	0.17476  	0.34227  	-0.0549  	-0.0602  	0.07383  	0.04005  	0.00414  	0.02851  	-0.0192  	0.01993  	-0.0444  	0.04748  	-0.0295  	-0.0205  	-0.0111  	-0.0023  	-0.0427  	0.02748  	-0.0020  	-0.0367  	0.06245  	-0.0047  	0.03372  	-0.2351  	-0.0317  	0.00111  	0.02815  	0.18590  	
0.45399  	-0.1961  	0.14128  	0.37916  	0.53653  	0.58156  	0.00231  	-0.3286  	0.12322  	-0.3443  	-0.3525  	0.42137  	0.03751  	-0.7674  	-0.8019  	0.98981  	0.25529  	0.60716  	0.41786  	0.02943  	-0.0706  	0.32057  	0.23886  	0.32298  	-0.2292  	-0.0299  	-0.3682  	-0.7855  	-0.5888  	-0.1987  	0.16973  	0.32294  	0.10322  	-0.0531  	0.24394  	-0.1242  	0.42993  	0.15722  	-0.2652  	0.23077  	0.43443  	0.18958  	0.17476  	0.34227  	-0.0549  	-0.0602  	0.07383  	0.04005  	0.00414  	0.02851  	-0.0192  	0.01993  	-0.0444  	0.04748  	-0.0295  	-0.0205  	-0.0111  	-0.0023  	-0.0427  	0.02748  	-0.0020  	-0.0367  	0.06245  	-0.0047  	0.03300  	-0.2352  	-0.0315  	0.00024  	0.02796  	0.18715  	
-0.0303  	-0.3319  	-0.1908  	0.17349  	0.54727  	0.25489  	-0.0736  	-0.5497  	0.05449  	-0.1323  	-0.2759  	0.49265  	0.08383  	-0.9174  	-1.2222  	0.96534  	0.20400  	0.73633  	0.38251  	0.24748  	-0.4175  	0.25447  	0.09217  	0.21039  	-0.3760  	0.09494  	-0.7076  	-0.3652  	-0.3906  	-0.2357  	0.24262  	0.26873  	0.12335  	-0.0239  	0.02604  	0.00099  	0.12929  	0.01807  	-0.1333  	0.26550  	0.54342  	0.18540  	0.17853  	0.33267  	-0.0512  	-0.0649  	0.07816  	0.04877  	0.01469  	0.03504  	-0.0093  	0.01822  	-0.0442  	0.03374  	-0.0202  	-0.0248  	-0.0097  	0.00089  	-0.0253  	0.02092  	0.00487  	-0.0305  	0.05039  	0.00218  	0.03272  	-0.2356  	-0.0318  	-0.0005  	0.02751  	0.18845  	
-0.4228  	-0.5033  	-0.4960  	-0.1489  	0.53366  	-0.0152  	-0.0529  	-0.6634  	-0.0099  	-0.0549  	-0.1651  	0.39406  	-0.0154  	-1.1457  	-1.5904  	0.82313  	0.12414  	0.75026  	0.40948  	0.23238  	-0.6026  	0.26961  	0.09220  	0.13237  	-0.2944  	0.10738  	-0.8149  	-0.2444  	-0.2607  	-0.2332  	0.22931  	0.23928  	0.09853  	-0.0363  	-0.0377  	0.10110  	0.01672  	-0.0139  	-0.1067  	0.24313  	0.56109  	0.20810  	0.14487  	0.32794  	-0.0692  	-0.0691  	0.07479  	0.06694  	0.01985  	0.03423  	-0.0037  	0.00770  	-0.0557  	0.02896  	-0.0238  	-0.0392  	0.00643  	0.01047  	-0.0434  	0.02348  	0.00184  	-0.0413  	0.07060  	0.00741  	0.03288  	-0.2361  	-0.0324  	-0.0012  	0.02679  	0.18979  	
-0.5593  	-0.5077  	-0.4711  	-0.2340  	0.48617  	-0.0969  	-0.0267  	-0.5722  	-0.0206  	-0.0011  	-0.0823  	0.31614  	-0.0761  	-1.0931  	-1.5294  	0.64266  	0.19667  	0.70057  	0.41412  	0.23750  	-0.4043  	0.28113  	0.12406  	0.23279  	-0.2187  	0.06459  	-0.6619  	-0.4029  	-0.2705  	-0.2489  	0.20471  	0.20248  	0.08042  	-0.0258  	0.00152  	0.03556  	0.09340  	0.00277  	-0.1454  	0.30732  	0.48322  	0.20312  	0.11536  	0.32115  	-0.0516  	-0.0845  	0.09167  	0.04278  	-0.0129  	0.02293  	-0.0077  	0.01120  	-0.0482  	0.04322  	-0.0346  	-0.0421  	0.01135  	-0.0044  	-0.0473  	0.03422  	0.00191  	-0.0394  	0.06013  	-0.0021  	0.03355  	-0.2375  	-0.0340  	-0.0013  	0.02505  	0.18451  	
-0.4402  	-0.4591  	-0.3656  	-0.1817  	0.50129  	-0.0828  	-0.0068  	-0.5493  	-0.0279  	-0.0609  	-0.1266  	0.33960  	-0.0697  	-1.0486  	-1.3914  	0.63907  	0.24282  	0.66641  	0.42818  	0.21008  	-0.3737  	0.25980  	0.11457  	0.30235  	-0.2074  	0.04780  	-0.5748  	-0.4714  	-0.3351  	-0.2358  	0.17508  	0.21722  	0.08279  	-0.0274  	0.02030  	-0.0024  	0.17072  	0.02350  	-0.1757  	0.32024  	0.47189  	0.21756  	0.10648  	0.31768  	-0.0374  	-0.0716  	0.08763  	0.02566  	-0.0113  	0.01557  	-0.0188  	0.01453  	-0.0547  	0.04527  	-0.0402  	-0.0457  	0.00961  	-0.0076  	-0.0421  	0.02930  	0.00068  	-0.0335  	0.05895  	-0.0072  	0.03353  	-0.2389  	-0.0359  	-0.0018  	0.02395  	0.18178  	
-0.2721  	-0.3803  	-0.3171  	-0.0685  	0.49891  	0.10461  	-0.0525  	-0.5114  	-0.0230  	-0.1005  	-0.3145  	0.37516  	0.03074  	-0.9525  	-1.2513  	0.67672  	0.19951  	0.73384  	0.43562  	0.19181  	-0.4096  	0.29031  	0.15012  	0.23453  	-0.1892  	0.02262  	-0.5428  	-0.4202  	-0.2501  	-0.1854  	0.19082  	0.21396  	0.07835  	-0.0322  	0.02073  	0.01501  	0.13570  	0.02289  	-0.1587  	0.32882  	0.49423  	0.19760  	0.15033  	0.32729  	-0.0332  	-0.0714  	0.08318  	0.02428  	-0.0034  	0.01035  	-0.0111  	0.01164  	-0.0576  	0.04451  	-0.0341  	-0.0427  	0.01034  	-0.0083  	-0.0290  	0.02424  	-0.0036  	-0.0425  	0.05346  	-0.0094  	0.03487  	-0.2406  	-0.0380  	-0.0027  	0.02288  	0.18724  	
